"T12,Gross domestic product and gross domestic product per capita,,,"
"Region/Country/Area,,Year,population,Value"
"145,Western Asia,2017,24945749.5,3118218.688"
"145,Western Asia,2018,25487808.78,3185976.098"
"145,Western Asia,1985,-6.628,-0.8285"
"145,Western Asia,1995,33.0224,4.1278"
"145,Western Asia,2005,52.3008,6.5376"
"145,Western Asia,2010,45.4824,5.6853"
"145,Western Asia,2015,30.3064,3.7883"
"145,Western Asia,2017,18.3336,2.2917"
"145,Western Asia,2018,17.384,2.173"
"150,Europe,1985,35321280.82,4415160.103"
"150,Europe,1995,85037343.2,10629667.9"
"150,Europe,2005,128879150.1,16109893.76"
"150,Europe,2010,158880916.4,19860114.55"
"150,Europe,2015,153286365.8,19160795.72"
"150,Europe,2017,162830719.9,20353839.99"
"150,Europe,2018,175269796.3,21908724.54"
"150,Europe,1985,45905.9888,5738.2486"
"150,Europe,1995,116743.7336,14592.9667"
"150,Europe,2005,176318.0784,22039.7598"
"150,Europe,2010,215239.3696,26904.9212"
"150,Europe,2015,205789.1608,25723.6451"
"150,Europe,2017,217903.8408,27237.9801"
"150,Europe,2018,234229.4896,29278.6862"
"150,Europe,1985,89817571.76,11227196.47"
"150,Europe,1995,106057739,13257217.38"
"150,Europe,2005,136214434.1,17026804.26"
"150,Europe,2010,144189572.6,18023696.58"
"150,Europe,2015,153286365.8,19160795.72"
"150,Europe,2017,160068595.2,20008574.4"
"150,Europe,2018,163344751.7,20418093.96"
"150,Europe,1985,20.3256,2.5407"
"150,Europe,1995,17.9104,2.2388"
"150,Europe,2005,19.7672,2.4709"
"150,Europe,2010,18.7672,2.3459"
"150,Europe,2015,15.1144,1.8893"
"150,Europe,2017,19.8312,2.4789"
"150,Europe,2018,16.3736,2.0467"
"151,Eastern Europe,1985,8994541.408,1124317.676"
"151,Eastern Europe,1995,6353257.446,794157.1807"
"151,Eastern Europe,2005,13026380.2,1628297.525"
"151,Eastern Europe,2010,22918176.44,2864772.055"
"151,Eastern Europe,2015,21017485.2,2627185.65"
"151,Eastern Europe,2017,24063624.62,3007953.077"
"151,Eastern Europe,2018,26102359.32,3262794.915"
"151,Eastern Europe,1985,24203.5824,3025.4478"
"151,Eastern Europe,1995,20531.792,2566.474"
"151,Eastern Europe,2005,43786.0728,5473.2591"
"151,Eastern Europe,2010,77722.232,9715.279"
"151,Eastern Europe,2015,71393.1584,8924.1448"
"151,Eastern Europe,2017,81833.4608,10229.1826"
"151,Eastern Europe,2018,88846.9192,11105.8649"
"151,Eastern Europe,1985,15161770.39,1895221.299"
"151,Eastern Europe,1995,11326813.5,1415851.688"
"151,Eastern Europe,2005,16248346.22,2031043.277"
"151,Eastern Europe,2010,19182660.94,2397832.617"
"151,Eastern Europe,2015,21017485.2,2627185.65"
"151,Eastern Europe,2017,21996508.7,2749563.587"
"151,Eastern Europe,2018,22709595.1,2838699.387"
"151,Eastern Europe,1985,12.7528,1.5941"
"151,Eastern Europe,1995,-6.4312,-0.8039"
"151,Eastern Europe,2005,44.7464,5.5933"
"151,Eastern Europe,2010,26.2064,3.2758"
"151,Eastern Europe,2015,-0.0224,-0.0028"
"151,Eastern Europe,2017,24.7176,3.0897"
"151,Eastern Europe,2018,25.9344,3.2418"
"154,Northern Europe,1985,6485049.57,810631.1963"
"154,Northern Europe,1995,17368610.91,2171076.364"
"154,Northern Europe,2005,31937586.14,3992198.268"
"154,Northern Europe,2010,34294992.84,4286874.105"
"154,Northern Europe,2015,38045774.36,4755721.795"
"154,Northern Europe,2017,37237517.6,4654689.7"
"154,Northern Europe,2018,40042307.38,5005288.423"
"154,Northern Europe,1985,78414.348,9801.7935"
"154,Northern Europe,1995,186929.0856,23366.1357"
"154,Northern Europe,2005,332587.2896,41573.4112"
"154,Northern Europe,2010,342587.1048,42823.3881"
"154,Northern Europe,2015,368580.9736,46072.6217"
"154,Northern Europe,2017,356763.556,44595.4445"
"154,Northern Europe,2018,381595.052,47699.3815"
"154,Northern Europe,1985,18499524.52,2312440.565"
"154,Northern Europe,1995,23942971.32,2992871.415"
"154,Northern Europe,2005,33088320.04,4136040.005"
"154,Northern Europe,2010,34215388.68,4276923.585"
"154,Northern Europe,2015,38045774.36,4755721.795"
"154,Northern Europe,2017,39836426.04,4979553.255"
"154,Northern Europe,2018,40656712.06,5082089.007"
"154,Northern Europe,1985,31.884,3.9855"
"154,Northern Europe,1995,30.5816,3.8227"
"154,Northern Europe,2005,26.0968,3.2621"
"154,Northern Europe,2010,18.2024,2.2753"
"154,Northern Europe,2015,28.9136,3.6142"
"154,Northern Europe,2017,19.9848,2.4981"
"154,Northern Europe,2018,16.4728,2.0591"
"39,Southern Europe,1985,6246408.626,780801.0783"
"39,Southern Europe,1995,17011740.66,2126467.582"
"39,Southern Europe,2005,28853587.1,3606698.387"
"39,Southern Europe,2010,34417013.03,4302126.629"
"39,Southern Europe,2015,28958350.5,3619793.813"
"39,Southern Europe,2017,31353209.46,3919151.183"
"39,Southern Europe,2018,33676128.17,4209516.021"
"39,Southern Europe,1985,44034.1528,5504.2691"
"39,Southern Europe,1995,117889.0064,14736.1258"
"39,Southern Europe,2005,192817.272,24102.159"
"39,Southern Europe,2010,224975.5344,28121.9418"
"39,Southern Europe,2015,189232.7016,23654.0877"
"39,Southern Europe,2017,205242.4144,25655.3018"
"39,Southern Europe,2018,220677.944,27584.743"
"39,Southern Europe,1985,18795805.3,2349475.662"
"39,Southern Europe,1995,23123448.5,2890431.063"
"39,Southern Europe,2005,29457923.66,3682240.457"
"39,Southern Europe,2010,29839539.21,3729942.401"
"39,Southern Europe,2015,28958350.5,3619793.813"
"39,Southern Europe,2017,30221342.48,3777667.81"
"39,Southern Europe,2018,30711447.38,3838930.923"
"39,Southern Europe,1985,20.324,2.5405"
"39,Southern Europe,1995,23.708,2.9635"
"39,Southern Europe,2005,14.6072,1.8259"
"39,Southern Europe,2010,5.3248,0.6656"
"39,Southern Europe,2015,14.8128,1.8516"
"39,Southern Europe,2017,18.3264,2.2908"
"39,Southern Europe,2018,12.9736,1.6217"
"155,Western Europe,1985,13595281.22,1699410.152"
"155,Western Europe,1995,44303734.18,5537966.773"
"155,Western Europe,2005,55061596.65,6882699.581"
"155,Western Europe,2010,67250734.06,8406341.757"
"155,Western Europe,2015,65264755.67,8158094.459"
"155,Western Europe,2017,70176368.28,8772046.035"
"155,Western Europe,2018,75449001.43,9431125.179"
"155,Western Europe,1985,78471.9904,9808.9988"
"155,Western Europe,1995,243752.9816,30469.1227"
"155,Western Europe,2005,293229.3752,36653.6719"
"155,Western Europe,2010,353580.3816,44197.5477"
"155,Western Europe,2015,336022.1696,42002.7712"
"155,Western Europe,2017,357922.6784,44740.3348"
"155,Western Europe,2018,383077.3232,47884.6654"
"155,Western Europe,1985,37360471.54,4670058.943"
"155,Western Europe,1995,47664505.75,5958063.219"
"155,Western Europe,2005,57419844.15,7177480.519"
"155,Western Europe,2010,60951983.78,7618997.973"
"155,Western Europe,2015,65264755.67,8158094.459"
"155,Western Europe,2017,68014317.99,8501789.749"
"155,Western Europe,2018,69266997.15,8658374.644"
"155,Western Europe,1985,17.792,2.224"
"155,Western Europe,1995,14.824,1.853"
"155,Western Europe,2005,12.0256,1.5032"
"155,Western Europe,2010,23.4816,2.9352"
"155,Western Europe,2015,12.3144,1.5393"
"155,Western Europe,2017,18.8408,2.3551"
"155,Western Europe,2018,14.7344,1.8418"
"9,Oceania,1985,1715675.301,214459.4126"
"9,Oceania,1995,3786204.818,473275.6022"
"9,Oceania,2005,7202876.76,900359.595"
"9,Oceania,2010,11859974.05,1482496.756"
"9,Oceania,2015,11779641.12,1472455.14"
"9,Oceania,2017,13351894.42,1668986.803"
"9,Oceania,2018,13694157.94,1711769.742"
"9,Oceania,1985,68769.5552,8596.1944"
"9,Oceania,1995,129988.5224,16248.5653"
"9,Oceania,2005,215668.7336,26958.5917"
"9,Oceania,2010,324148.0448,40518.5056"
"9,Oceania,2015,297689.9752,37211.2469"
"9,Oceania,2017,327933.6368,40991.7046"
"9,Oceania,2018,331753.3744,41469.1718"
"9,Oceania,1985,4703586.859,587948.3574"
"9,Oceania,1995,6306483.81,788310.4762"
"9,Oceania,2005,8958394.872,1119799.359"
"9,Oceania,2010,10211951.88,1276493.985"
"9,Oceania,2015,11779641.12,1472455.14"
"9,Oceania,2017,12422228.97,1552778.621"
"9,Oceania,2018,12675899.54,1584487.442"
"9,Oceania,1985,29.2064,3.6508"
"9,Oceania,1995,30.8096,3.8512"
"9,Oceania,2005,22.9568,2.8696"
"9,Oceania,2010,19.1,2.3875"
"9,Oceania,2015,24.5136,3.0642"
"9,Oceania,2017,23.3248,2.9156"
"9,Oceania,2018,16.3368,2.0421"
"53,Australia and New Zealand,1985,1650561.228,206320.1535"
"53,Australia and New Zealand,1995,3633966.356,454245.7945"
"53,Australia and New Zealand,2005,7005283.023,875660.3779"
"53,Australia and New Zealand,2010,11568375.26,1446046.908"
"53,Australia and New Zealand,2015,11410569.84,1426321.23"
"53,Australia and New Zealand,2017,12972170.38,1621521.297"
"53,Australia and New Zealand,2018,13294329.29,1661791.161"
"53,Australia and New Zealand,1985,87184.1344,10898.0168"
"53,Australia and New Zealand,1995,167711.1264,20963.8908"
"53,Australia and New Zealand,2005,288118.5024,36014.8128"
"53,Australia and New Zealand,2010,436135.2768,54516.9096"
"53,Australia and New Zealand,2015,399711.2216,49963.9027"
"53,Australia and New Zealand,2017,442937.9464,55367.2433"
"53,Australia and New Zealand,2018,448507.2152,56063.4019"
"53,Australia and New Zealand,1985,4563395.41,570424.4263"
"53,Australia and New Zealand,1995,6091689.815,761461.2269"
"53,Australia and New Zealand,2005,8698799.656,1087349.957"
"53,Australia and New Zealand,2010,9903600.184,1237950.023"
"53,Australia and New Zealand,2015,11410569.84,1426321.23"
"53,Australia and New Zealand,2017,12047077.52,1505884.69"
"53,Australia and New Zealand,2018,12296179.08,1537022.385"
"53,Australia and New Zealand,1985,29.3472,3.6684"
"53,Australia and New Zealand,1995,31.764,3.9705"
"53,Australia and New Zealand,2005,22.9008,2.8626"
"53,Australia and New Zealand,2010,18.2,2.275"
"53,Australia and New Zealand,2015,24.1496,3.0187"
"53,Australia and New Zealand,2017,23.8632,2.9829"
"53,Australia and New Zealand,2018,16.5416,2.0677"
"54,Melanesia,1985,47771.9864,5971.4983"
"54,Melanesia,1995,108261.4568,13532.6821"
"54,Melanesia,2005,138827.7848,17353.4731"
"54,Melanesia,2010,225335.4696,28166.9337"
"54,Melanesia,2015,305881.908,38235.2385"
"54,Melanesia,2017,311176.4424,38897.0553"
"54,Melanesia,2018,327580.0392,40947.5049"
"54,Melanesia,1985,8930.0792,1116.2599"
"54,Melanesia,1995,16199.004,2024.8755"
"54,Melanesia,2005,16864.1,2108.0125"
"54,Melanesia,2010,24525.1776,3065.6472"
"54,Melanesia,2015,30220.364,3777.5455"
"54,Melanesia,2017,29595.844,3699.4805"
"54,Melanesia,2018,30571.14,3821.3925"
"54,Melanesia,1985,101542.4632,12692.8079"
"54,Melanesia,1995,164911.0176,20613.8772"
"54,Melanesia,2005,196380.0936,24547.5117"
"54,Melanesia,2010,246608.4584,30826.0573"
"54,Melanesia,2015,305881.908,38235.2385"
"54,Melanesia,2017,308750.7568,38593.8446"
"54,Melanesia,2018,311913.2192,38989.1524"
"54,Melanesia,1985,18.6384,2.3298"
"54,Melanesia,1995,2.1424,0.2678"
"54,Melanesia,2005,28.6368,3.5796"
"54,Melanesia,2010,65.3224,8.1653"
"54,Melanesia,2015,38.8984,4.8623"
"54,Melanesia,2017,3.0568,0.3821"
"54,Melanesia,2018,8.1944,1.0243"
"57,Micronesia,1985,2052.6464,256.5808"
"57,Micronesia,1995,4355.4872,544.4359"
"57,Micronesia,2005,5710.5848,713.8231"
"57,Micronesia,2010,6912.1232,864.0154"
"57,Micronesia,2015,8403.4648,1050.4331"
"57,Micronesia,2017,9408.3512,1176.0439"
"57,Micronesia,2018,9477.8568,1184.7321"
"57,Micronesia,1985,9775.0656,1221.8832"
"57,Micronesia,1995,16529.2992,2066.1624"
"57,Micronesia,2005,20154.388,2519.2985"
"57,Micronesia,2010,23821.4368,2977.6796"
"57,Micronesia,2015,27524.1872,3440.5234"
"57,Micronesia,2017,30149.5608,3768.6951"
"57,Micronesia,2018,30042.9408,3755.3676"
"57,Micronesia,1985,5550.116,693.7645"
"57,Micronesia,1995,7070.136,883.767"
"57,Micronesia,2005,7275.7536,909.4692"
"57,Micronesia,2010,7225.4552,903.1819"
"57,Micronesia,2015,8403.4648,1050.4331"
"57,Micronesia,2017,8710.796,1088.8495"
"57,Micronesia,2018,8818.776,1102.347"
"57,Micronesia,1985,26.0104,3.2513"
"57,Micronesia,1995,48.8096,6.1012"
"57,Micronesia,2005,13.3336,1.6667"
"57,Micronesia,2010,20.3744,2.5468"
"57,Micronesia,2015,46.7496,5.8437"
"57,Micronesia,2017,13.416,1.677"
"57,Micronesia,2018,9.9168,1.2396"
"61,Polynesia,1985,15289.44,1911.18"
"61,Polynesia,1995,39621.5176,4952.6897"
"61,Polynesia,2005,53055.3664,6631.9208"
"61,Polynesia,2010,59351.1928,7418.8991"
"61,Polynesia,2015,54785.9136,6848.2392"
"61,Polynesia,2017,59139.2568,7392.4071"
"61,Polynesia,2018,62770.7488,7846.3436"
"61,Polynesia,1985,33475.516,4184.4395"
"61,Polynesia,1995,77310.8816,9663.8602"
"61,Polynesia,2005,93327.4816,11665.9352"
"61,Polynesia,2010,101401.1224,12675.1403"
"61,Polynesia,2015,91906.7912,11488.3489"
"61,Polynesia,2017,98184.3096,12273.0387"
"61,Polynesia,2018,103576.7952,12947.0994"
"61,Polynesia,1985,33098.8696,4137.3587"
"61,Polynesia,1995,42812.8408,5351.6051"
"61,Polynesia,2005,55939.3656,6992.4207"
"61,Polynesia,2010,54517.7768,6814.7221"
"61,Polynesia,2015,54785.9136,6848.2392"
"61,Polynesia,2017,57689.8952,7211.2369"
"61,Polynesia,2018,58988.4608,7373.5576"
"61,Polynesia,1985,43.4,5.425"
"61,Polynesia,1995,7.3064,0.9133"
"61,Polynesia,2005,13.18,1.6475"
"61,Polynesia,2010,-13.8416,-1.7302"
"61,Polynesia,2015,18.084,2.2605"
"61,Polynesia,2017,23.6504,2.9563"
"61,Polynesia,2018,18.0072,2.2509"
"4,Afghanistan,1985,26575.2,3321.9"
"4,Afghanistan,1995,25890.4,3236.3"
"4,Afghanistan,2005,52974.6704,6621.8338"
"4,Afghanistan,2010,128623.368,16077.921"
"4,Afghanistan,2015,164864.7256,20608.0907"
"4,Afghanistan,2017,172124.0168,21515.5021"
"4,Afghanistan,2018,164111.0656,20513.8832"
"4,Afghanistan,1985,2226.0624,278.2578"
"4,Afghanistan,1995,1429.5672,178.6959"
"4,Afghanistan,2005,2064.9448,258.1181"
"4,Afghanistan,2010,4407.0976,550.8872"
"4,Afghanistan,2015,4790.6848,598.8356"
"4,Afghanistan,2017,4742.216,592.777"
"4,Afghanistan,2018,4414.92,551.865"
"4,Afghanistan,1985,91577.3984,11447.1748"
"4,Afghanistan,1995,55331.2416,6916.4052"
"4,Afghanistan,2005,80848.6168,10106.0771"
"4,Afghanistan,2010,126886.624,15860.828"
"4,Afghanistan,2015,164864.7256,20608.0907"
"4,Afghanistan,2017,182923.2696,22865.4087"
"4,Afghanistan,2018,179880.7848,22485.0981"
"4,Afghanistan,1985,2.1336,0.2667"
"4,Afghanistan,1995,399.4768,49.9346"
"4,Afghanistan,2005,79.212,9.9015"
"4,Afghanistan,2010,25.8888,3.2361"
"4,Afghanistan,2015,-14.3288,-1.7911"
"4,Afghanistan,2017,57.1224,7.1403"
"4,Afghanistan,2018,-13.3064,-1.6633"
"8,Albania,1985,18595.316,2324.4145"
"8,Albania,1995,19142.1192,2392.7649"
"8,Albania,2005,64416.6344,8052.0793"
"8,Albania,2010,95415.5864,11926.9483"
"8,Albania,2015,91095.3992,11386.9249"
"8,Albania,2017,104200.5488,13025.0686"
"8,Albania,2018,120471.0704,15058.8838"
"8,Albania,1985,6261.7408,782.7176"
"8,Albania,1995,6149.2168,768.6521"
"8,Albania,2005,20868.3512,2608.5439"
"8,Albania,2010,32365.9576,4045.7447"
"8,Albania,2015,31515.3048,3939.4131"
"8,Albania,2017,36128.448,4516.056"
"8,Albania,2018,41790.4736,5223.8092"
"8,Albania,1985,41315.5528,5164.4441"
"8,Albania,1995,37912.5824,4739.0728"
"8,Albania,2005,64458.5056,8057.3132"
"8,Albania,2010,83362.1544,10420.2693"
"8,Albania,2015,91095.3992,11386.9249"
"8,Albania,2017,97711.4232,12213.9279"
"8,Albania,2018,101680.732,12710.0915"
"8,Albania,1985,14.2448,1.7806"
"8,Albania,1995,106.5784,13.3223"
"8,Albania,2005,44.212,5.5265"
"8,Albania,2010,29.6552,3.7069"
"8,Albania,2015,17.7504,2.2188"
"8,Albania,2017,30.5688,3.8211"
"8,Albania,2018,32.4984,4.0623"
"12,Algeria,1985,462929.6584,57866.2073"
"12,Algeria,1995,335771.9072,41971.4884"
"12,Algeria,2005,825585.7288,103198.2161"
"12,Algeria,2010,1289658.44,161207.305"
"12,Algeria,2015,1327832.952,165979.119"
"12,Algeria,2017,1339119.123,167389.8904"
"12,Algeria,2018,1390059.9,173757.4875"
"12,Algeria,1985,20637.4792,2579.6849"
"12,Algeria,1995,11675.8616,1459.4827"
"12,Algeria,2005,24904.7544,3113.0943"
"12,Algeria,2010,35846.2944,4480.7868"
"12,Algeria,2015,33423.08,4177.885"
"12,Algeria,2017,32354.3216,4044.2902"
"12,Algeria,2018,32917.6488,4114.7061"
"12,Algeria,1985,619794.7848,77474.3481"
"12,Algeria,1995,652056.9472,81507.1184"
"12,Algeria,2005,995046.5304,124380.8163"
"12,Algeria,2010,1127816.13,140977.0162"
"12,Algeria,2015,1327832.952,165979.119"
"12,Algeria,2017,1388137.814,173517.2267"
"12,Algeria,2018,1407571.743,175946.4679"
"12,Algeria,1985,29.6,3.7"
"12,Algeria,1995,30.4,3.8"
"12,Algeria,2005,47.2,5.9"
"12,Algeria,2010,28.8,3.6"
"12,Algeria,2015,29.6,3.7"
"12,Algeria,2017,10.4,1.3"
"12,Algeria,2018,11.2,1.4"
"20,Andorra,1985,3509.94,438.7425"
"20,Andorra,1995,11931.968,1491.496"
"20,Andorra,2005,26045.6888,3255.7111"
"20,Andorra,2010,26843.9512,3355.4939"
"20,Andorra,2015,22492.916,2811.6145"
"20,Andorra,2017,24166.8184,3020.8523"
"20,Andorra,2018,25905.8016,3238.2252"
"20,Andorra,1985,78698.2072,9837.2759"
"20,Andorra,1995,186874.9872,23359.3734"
"20,Andorra,2005,330248.2496,41281.0312"
"20,Andorra,2010,317871.744,39733.968"
"20,Andorra,2015,288330.0552,36041.2569"
"20,Andorra,2017,313850.7104,39231.3388"
"20,Andorra,2018,336412.7632,42051.5954"
"20,Andorra,1985,11057.7656,1382.2207"
"20,Andorra,1995,14847.888,1855.986"
"20,Andorra,2005,26585.7248,3323.2156"
"20,Andorra,2010,23164.9752,2895.6219"
"20,Andorra,2015,22492.916,2811.6145"
"20,Andorra,2017,23312.8496,2914.1062"
"20,Andorra,2018,23692.6912,2961.5864"
"20,Andorra,1985,18.5712,2.3214"
"20,Andorra,1995,22.06,2.7575"
"20,Andorra,2005,59.176,7.397"
"20,Andorra,2010,-42.8704,-5.3588"
"20,Andorra,2015,6.7416,0.8427"
"20,Andorra,2017,13.7912,1.7239"
"20,Andorra,2018,13.0344,1.6293"
"24,Angola,1985,72872.2,9109.025"
"24,Angola,1995,53137.8344,6642.2293"
"24,Angola,2005,295767.0248,36970.8781"
"24,Angola,2010,670395.8312,83799.4789"
"24,Angola,2015,929549.18,116193.6475"
"24,Angola,2017,976990.8688,122123.8586"
"24,Angola,2018,847218.7272,105902.3409"
"24,Angola,1985,7315.0192,914.3774"
"24,Angola,1995,3810.4736,476.3092"
"24,Angola,2005,15219.3624,1902.4203"
"24,Angola,2010,28703.064,3587.883"
"24,Angola,2015,33335.8368,4166.9796"
"24,Angola,2017,32766.4936,4095.8117"
"24,Angola,2018,27498.364,3437.2955"
"24,Angola,1985,243408.8056,30426.1007"
"24,Angola,1995,238858.3616,29857.2952"
"24,Angola,2005,498011.788,62251.4735"
"24,Angola,2010,745274.1048,93159.2631"
"24,Angola,2015,929549.18,116193.6475"
"24,Angola,2017,904232.848,113029.106"
"24,Angola,2018,893382.0536,111672.7567"
"24,Angola,1985,28,3.5"
"24,Angola,1995,120,15"
"24,Angola,2005,120.2336,15.0292"
"24,Angola,2010,38.8736,4.8592"
"24,Angola,2015,7.5488,0.9436"
"24,Angola,2017,-1.1776,-0.1472"
"24,Angola,2018,-9.6,-1.2"
"660,Anguilla,1985,217.012,27.1265"
"660,Anguilla,1995,829.892,103.7365"
"660,Anguilla,2005,1832.916,229.1145"
"660,Anguilla,2010,2143.4456,267.9307"
"660,Anguilla,2015,2644.2792,330.5349"
"660,Anguilla,2017,2249.5448,281.1931"
"660,Anguilla,2018,2344.0824,293.0103"
"660,Anguilla,1985,29756.1504,3719.5188"
"660,Anguilla,1995,84116.3384,10514.5423"
"660,Anguilla,2005,147186.6704,18398.3338"
"660,Anguilla,2010,159506.3216,19938.2902"
"660,Anguilla,2015,185186.5584,23148.3198"
"660,Anguilla,2017,154247.4544,19280.9318"
"660,Anguilla,2018,159125.8128,19890.7266"
"660,Anguilla,1985,581.3904,72.6738"
